system:index,date,path,row,sat,.geo
1_2_LE07_106061_20150924,2015-09-24,106.0,61.0,LANDSAT_7,
2_LC08_106061_20151002,2015-10-02,106.0,61.0,LANDSAT_8,
2_LC08_106062_20151002,2015-10-02,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20151010,2015-10-10,106.0,61.0,LANDSAT_7,
2_LC08_106061_20151018,2015-10-18,106.0,61.0,LANDSAT_8,
2_LC08_106062_20151018,2015-10-18,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20151026,2015-10-26,106.0,61.0,LANDSAT_7,
2_LC08_106061_20151103,2015-11-03,106.0,61.0,LANDSAT_8,
2_LC08_106062_20151103,2015-11-03,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20151111,2015-11-11,106.0,61.0,LANDSAT_7,
2_LC08_106061_20151119,2015-11-19,106.0,61.0,LANDSAT_8,
2_LC08_106062_20151119,2015-11-19,106.0,62.0,LANDSAT_8,
2_LC08_106061_20151205,2015-12-05,106.0,61.0,LANDSAT_8,
2_LC08_106062_20151205,2015-12-05,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20151213,2015-12-13,106.0,61.0,LANDSAT_7,
2_LC08_106062_20151221,2015-12-21,106.0,62.0,LANDSAT_8,
2_LC08_106061_20160106,2016-01-06,106.0,61.0,LANDSAT_8,
2_LC08_106062_20160106,2016-01-06,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20160114,2016-01-14,106.0,61.0,LANDSAT_7,
2_LC08_106062_20160122,2016-01-22,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20160130,2016-01-30,106.0,61.0,LANDSAT_7,
2_LC08_106061_20160207,2016-02-07,106.0,61.0,LANDSAT_8,
2_LC08_106062_20160207,2016-02-07,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20160302,2016-03-02,106.0,61.0,LANDSAT_7,
2_LC08_106061_20160310,2016-03-10,106.0,61.0,LANDSAT_8,
2_LC08_106062_20160310,2016-03-10,106.0,62.0,LANDSAT_8,
2_LC08_106061_20160326,2016-03-26,106.0,61.0,LANDSAT_8,
2_LC08_106061_20160411,2016-04-11,106.0,61.0,LANDSAT_8,
1_2_LE07_106061_20160419,2016-04-19,106.0,61.0,LANDSAT_7,
2_LC08_106061_20160427,2016-04-27,106.0,61.0,LANDSAT_8,
2_LC08_106062_20160427,2016-04-27,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20160505,2016-05-05,106.0,61.0,LANDSAT_7,
2_LC08_106061_20160513,2016-05-13,106.0,61.0,LANDSAT_8,
1_2_LE07_106061_20160521,2016-05-21,106.0,61.0,LANDSAT_7,
2_LC08_106061_20160529,2016-05-29,106.0,61.0,LANDSAT_8,
2_LC08_106062_20160529,2016-05-29,106.0,62.0,LANDSAT_8,
2_LC08_106061_20160614,2016-06-14,106.0,61.0,LANDSAT_8,
2_LC08_106061_20160630,2016-06-30,106.0,61.0,LANDSAT_8,
2_LC08_106061_20160716,2016-07-16,106.0,61.0,LANDSAT_8,
2_LC08_106062_20160716,2016-07-16,106.0,62.0,LANDSAT_8,
2_LC08_106061_20160801,2016-08-01,106.0,61.0,LANDSAT_8,
2_LC08_106062_20160801,2016-08-01,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20160825,2016-08-25,106.0,61.0,LANDSAT_7,
2_LC08_106061_20160902,2016-09-02,106.0,61.0,LANDSAT_8,
1_2_LE07_106061_20160910,2016-09-10,106.0,61.0,LANDSAT_7,
2_LC08_106061_20160918,2016-09-18,106.0,61.0,LANDSAT_8,
2_LC08_106062_20160918,2016-09-18,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20160926,2016-09-26,106.0,61.0,LANDSAT_7,
2_LC08_106061_20161004,2016-10-04,106.0,61.0,LANDSAT_8,
2_LC08_106062_20161004,2016-10-04,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20161012,2016-10-12,106.0,61.0,LANDSAT_7,
2_LC08_106061_20161020,2016-10-20,106.0,61.0,LANDSAT_8,
2_LC08_106062_20161020,2016-10-20,106.0,62.0,LANDSAT_8,
2_LC08_106062_20161105,2016-11-05,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20161113,2016-11-13,106.0,61.0,LANDSAT_7,
2_LC08_106061_20161121,2016-11-21,106.0,61.0,LANDSAT_8,
2_LC08_106062_20161121,2016-11-21,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20161129,2016-11-29,106.0,61.0,LANDSAT_7,
2_LC08_106062_20161207,2016-12-07,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20161215,2016-12-15,106.0,61.0,LANDSAT_7,
2_LC08_106061_20170108,2017-01-08,106.0,61.0,LANDSAT_8,
2_LC08_106062_20170108,2017-01-08,106.0,62.0,LANDSAT_8,
2_LC08_106061_20170124,2017-01-24,106.0,61.0,LANDSAT_8,
2_LC08_106062_20170124,2017-01-24,106.0,62.0,LANDSAT_8,
2_LC08_106061_20170209,2017-02-09,106.0,61.0,LANDSAT_8,
2_LC08_106062_20170209,2017-02-09,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20170217,2017-02-17,106.0,61.0,LANDSAT_7,
2_LC08_106061_20170225,2017-02-25,106.0,61.0,LANDSAT_8,
1_2_LE07_106061_20170305,2017-03-05,106.0,61.0,LANDSAT_7,
2_LC08_106061_20170313,2017-03-13,106.0,61.0,LANDSAT_8,
2_LC08_106062_20170313,2017-03-13,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20170321,2017-03-21,106.0,61.0,LANDSAT_7,
2_LC08_106061_20170329,2017-03-29,106.0,61.0,LANDSAT_8,
2_LC08_106062_20170329,2017-03-29,106.0,62.0,LANDSAT_8,
2_LC08_106061_20170414,2017-04-14,106.0,61.0,LANDSAT_8,
2_LC08_106062_20170414,2017-04-14,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20170422,2017-04-22,106.0,61.0,LANDSAT_7,
2_LC08_106061_20170430,2017-04-30,106.0,61.0,LANDSAT_8,
2_LC08_106062_20170430,2017-04-30,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20170508,2017-05-08,106.0,61.0,LANDSAT_7,
2_LC08_106061_20170516,2017-05-16,106.0,61.0,LANDSAT_8,
2_LC08_106062_20170516,2017-05-16,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20170524,2017-05-24,106.0,61.0,LANDSAT_7,
2_LC08_106061_20170601,2017-06-01,106.0,61.0,LANDSAT_8,
2_LC08_106062_20170601,2017-06-01,106.0,62.0,LANDSAT_8,
2_LC08_106061_20170703,2017-07-03,106.0,61.0,LANDSAT_8,
1_2_LE07_106061_20170711,2017-07-11,106.0,61.0,LANDSAT_7,
2_LC08_106061_20170719,2017-07-19,106.0,61.0,LANDSAT_8,
1_2_LE07_106061_20170727,2017-07-27,106.0,61.0,LANDSAT_7,
2_LC08_106061_20170804,2017-08-04,106.0,61.0,LANDSAT_8,
2_LC08_106061_20170820,2017-08-20,106.0,61.0,LANDSAT_8,
2_LC08_106062_20170820,2017-08-20,106.0,62.0,LANDSAT_8,
2_LC08_106061_20170905,2017-09-05,106.0,61.0,LANDSAT_8,
2_LC08_106062_20170905,2017-09-05,106.0,62.0,LANDSAT_8,
2_LC08_106061_20170921,2017-09-21,106.0,61.0,LANDSAT_8,
2_LC08_106062_20170921,2017-09-21,106.0,62.0,LANDSAT_8,
2_LC08_106061_20171007,2017-10-07,106.0,61.0,LANDSAT_8,
2_LC08_106062_20171007,2017-10-07,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20171015,2017-10-15,106.0,61.0,LANDSAT_7,
2_LC08_106061_20171023,2017-10-23,106.0,61.0,LANDSAT_8,
2_LC08_106062_20171023,2017-10-23,106.0,62.0,LANDSAT_8,
1_2_LE07_106061_20171031,2017-10-31,106.0,61.0,LANDSAT_7,
2_LC08_106061_20171108,2017-11-08,106.0,61.0,LANDSAT_8,
2_LC08_106062_20171108,2017-11-08,106.0,62.0,LANDSAT_8,
2_LC08_106061_20171124,2017-11-24,106.0,61.0,LANDSAT_8,
2_LC08_106062_20171124,2017-11-24,106.0,62.0,LANDSAT_8,
2_LC08_106061_20171226,2017-12-26,106.0,61.0,LANDSAT_8,
2_LC08_106062_20171226,2017-12-26,106.0,62.0,LANDSAT_8,
